title,url
Genesys Cloud: WEM - Performance Management with Scorecard Insights,https://beyond.genesys.com/explore/course/wem-performance-management-with-scorecard-insights
Genesys Cloud: AI/Bots - Use Knowledge Workbench with Bots,https://beyond.genesys.com/explore/course/aibots-use-knowledge-workbench-with-bots
CX Cloud from Genesys and Salesforce: Beginner Guide for Agents,https://beyond.genesys.com/explore/course/beginner-guide-for-agents
Genesys Cloud: Introduction to Workforce Management Configuration,https://beyond.genesys.com/explore/course/workforce-management-configuration
Genesys Cloud: Messaging Overview,https://beyond.genesys.com/explore/course/messaging-overview
Genesys Cloud: AI/Bots - Bot Insights and Optimizations,https://beyond.genesys.com/explore/course/aibots-bot-insights-and-optimizations
Genesys Cloud Work Automation - Business Value Overview,https://beyond.genesys.com/explore/course/genesys-cloud-work-automation-business-value-overview
Genesys Cloud: WFM - Monitoring and Adherence,https://beyond.genesys.com/explore/course/wfm-monitoring-and-adherence
Genesys Cloud: Journey Management for Contact Center Optimization,https://beyond.genesys.com/explore/course/journey-management-for-contact-center-optimization
Genesys Cloud: WFM - Creating Schedules,https://beyond.genesys.com/explore/course/wfm-creating-schedules
Genesys Cloud: AI - Agent Assist - Analytics and Best Practices,https://beyond.genesys.com/explore/course/ai-agent-assist-analytics-and-best-practices
Genesys Cloud: Architect - Flow Outcomes and Flow Milestones,https://beyond.genesys.com/explore/course/architect-flow-outcomes-and-flow-milestones
